1000 332643
508 579 26
694 897 40
555 769 84
899 736 37
254 339 21
751 207 96
356 257 99
396 757 66
651 56 24
492 854 32
464 562 24
109 92 80
976 647 67
288 178 51
182 391 99
93 832 49
625 783 30
694 960 95
257 394 75
800 605 71
425 941 62
426 920 82
614 380 55
695 461 52
920 455 76
295 245 94
649 964 76
675 113 46
935 106 28
439 266 90
377 810 52
31 466 9
848 386 91
290 959 70
372 128 32
407 662 59
57 750 90
188 98 93
421 910 37
497 56 31
383 534 63
143 98 2
457 560 8
958 871 77
600 562 31
577 956 80
377 93 6
421 576 38
409 16 70
402 913 28
321 181 8
501 240 71
919 234 55
797 704 58
7 542 73
229 857 5
986 490 28
329 877 3
879 404 59
329 13 45
780 539 13
581 540 30
306 173 24
467 696 34
48 757 57
341 655 1
687 870 69
348 191 80
445 460 43
548 930 47
81 964 1
5 566 51
930 270 67
231 225 81
615 857 72
527 296 41
309 263 97
258 648 14
979 2 99
876 175 81
972 315 18
731 265 16
778 27 24
271 122 73
933 799 90
808 476 77
297 327 43
167 646 3
785 405 2
655 343 18
656 439 76
988 957 69
548 666 95
601 181 92
1000 485 29
403 131 66
656 78 6
603 627 77
784 636 63
740 831 70
784 216 62
490 837 42
708 815 9
85 781 94
9 563 3
305 336 35
343 532 44
274 290 72
258 657 17
273 378 43
935 652 70
756 73 98
421 17 30
477 612 3
406 793 27
12 746 21
95 329 77
616 392 42
489 827 83
922 490 75
554 483 32
52 238 75
528 296 83
879 748 58
98 429 60
178 41 51
862 791 85
155 103 32
173 737 31
176 983 94
682 752 59
75 497 11
780 542 13
242 175 69
484 387 83
403 192 33
238 321 96
609 195 6
875 834 57
436 849 58
997 259 7
106 325 68
202 37 63
179 370 22
248 785 69
939 318 65
34 226 66
702 225 51
744 994 18
824 577 14
266 710 75
499 687 35
839 833 11
46 407 15
107 875 76
78 207 40
379 647 78
265 365 20
440 615 49
335 103 37
154 180 35
871 505 60
931 853 83
302 537 81
502 338 10
185 498 97
738 787 8
29 403 11
79 838 38
242 886 49
56 945 58
921 786 31
24 91 79
511 668 12
879 466 33
972 581 36
210 45 43
419 34 75
267 482 96
481 110 27
861 752 79
469 850 81
193 267 11
93 315 78
919 723 10
519 279 100
534 885 96
823 57 54
452 716 60
612 36 91
76 416 25
252 337 71
995 641 91
494 603 48
974 840 6
657 692 46
361 840 35
90 836 58
860 13 31
798 10 44
631 636 100
890 476 96
394 629 43
820 553 26
352 253 89
191 198 80
51 56 10
123 872 17
30 394 41
176 726 87
547 278 69
18 971 37
82 814 42
578 560 2
930 560 1
12 328 49
475 524 18
212 647 100
547 505 74
836 983 54
414 552 37
615 803 72
115 208 89
172 72 94
398 432 38
172 647 20
825 112 34
491 811 56
70 290 12
491 62 20
2 978 57
585 83 27
803 812 66
419 205 93
37 618 25
833 353 43
121 483 36
832 434 29
115 236 42
908 656 27
287 845 92
179 583 50
514 989 4
352 131 36
729 211 2
610 976 52
487 684 20
410 704 9
74 881 2
42 495 52
890 425 40
422 672 92
511 564 36
670 252 86
96 589 96
973 314 75
646 328 46
898 658 78
146 22 94
672 414 75
605 796 42
929 59 79
971 645 48
565 501 77
366 939 16
231 110 5
631 550 47
582 678 86
248 305 20
12 487 50
223 723 19
890 508 73
168 912 32
582 828 40
514 438 58
642 508 6
150 429 80
345 303 98
726 297 29
281 755 14
36 986 82
270 670 61
701 244 9
248 100 66
57 650 93
437 128 65
731 402 69
732 272 76
763 251 79
697 491 21
988 448 65
573 519 64
722 237 99
47 672 59
379 707 32
285 796 32
609 829 58
354 319 42
229 365 50
322 524 39
480 109 57
47 166 31
205 652 79
578 335 40
708 171 12
240 836 47
737 192 28
209 256 8
824 219 38
358 52 51
18 695 1
617 760 98
468 155 84
632 581 32
521 759 62
494 664 100
403 234 37
739 366 31
702 919 71
747 243 63
2 54 45
837 350 33
251 617 54
814 954 7
35 151 2
594 929 93
94 993 59
12 793 76
9 940 7
410 981 7
300 347 15
706 135 37
430 730 31
77 12 48
120 204 6
616 724 96
177 771 70
101 853 8
667 624 27
171 28 91
322 282 20
911 3 87
807 963 19
214 961 34
983 416 52
932 182 90
661 798 54
125 469 97
136 706 41
978 376 46
557 256 50
343 885 61
982 171 79
386 767 71
643 359 42
399 954 64
155 865 63
774 848 63
791 393 46
951 601 74
634 310 5
554 317 100
582 980 93
736 371 100
471 20 27
492 173 41
701 854 32
713 911 40
944 428 31
537 937 77
37 57 15
914 652 93
442 253 31
373 39 47
280 95 14
389 156 33
944 797 22
727 543 98
538 695 77
145 682 9
710 494 60
271 554 67
235 961 22
532 276 70
676 263 46
525 362 78
713 844 4
428 668 59
886 956 22
543 676 34
547 849 61
833 497 98
831 141 30
782 569 66
505 467 13
41 980 64
69 552 64
118 540 97
160 334 81
800 133 52
319 922 15
49 782 6
106 817 67
899 292 40
187 784 54
943 573 41
938 529 60
873 156 93
12 565 86
468 266 13
646 315 72
230 522 68
280 297 42
317 193 30
390 687 63
917 427 98
864 406 22
1000 507 67
968 372 37
232 116 84
663 199 76
280 87 38
751 612 32
974 36 20
517 846 39
810 119 73
705 708 62
409 749 65
389 217 46
264 750 82
221 264 22
298 569 14
474 529 78
791 590 61
990 977 91
434 687 55
553 584 18
983 200 26
865 348 92
743 805 52
431 22 15
254 180 14
460 641 59
935 842 99
947 153 80
187 440 44
861 694 7
704 13 4
330 865 94
225 373 96
344 985 42
784 940 71
996 518 49
819 396 46
772 307 83
487 903 77
343 187 45
663 400 77
749 932 39
872 444 43
782 189 90
806 495 12
173 209 75
328 868 69
724 697 15
688 806 12
389 955 63
66 543 40
733 401 92
293 713 44
813 818 12
794 732 78
166 667 66
377 240 67
181 707 65
380 768 89
804 479 36
458 805 94
845 444 71
993 39 21
736 819 63
16 394 16
182 81 98
461 184 62
155 692 71
977 593 39
355 283 29
944 122 22
804 499 89
86 284 48
129 934 50
47 860 67
790 666 5
879 604 74
251 452 71
15 954 50
192 10 24
279 229 76
866 114 78
789 451 4
525 250 51
132 150 66
25 726 43
236 831 3
635 430 34
199 782 66
959 347 1
693 118 14
784 346 53
435 171 28
741 186 11
164 899 24
150 890 26
965 373 19
207 998 75
13 231 71
479 839 25
767 745 79
982 178 22
467 697 1
812 168 53
658 800 22
979 450 78
160 91 52
408 211 26
903 638 79
888 885 66
966 24 76
459 118 72
961 799 54
424 131 89
321 888 82
178 302 50
346 203 60
239 160 89
238 62 43
81 284 70
839 355 70
20 347 72
781 760 30
107 479 86
114 813 30
306 228 35
559 245 55
545 906 11
355 554 7
189 866 67
531 365 31
262 243 26
755 703 15
458 549 86
163 561 1
596 517 67
878 513 70
679 734 51
846 531 87
80 163 42
475 201 26
800 168 75
122 744 86
825 449 61
163 936 85
771 954 3
936 42 15
430 257 92
794 477 60
963 795 23
204 370 19
230 447 33
214 530 10
985 385 57
488 26 6
17 658 75
819 182 81
720 927 84
67 672 45
972 767 38
791 971 29
623 226 84
635 342 81
307 508 98
880 656 2
969 328 45
5 566 32
256 542 33
46 529 69
624 68 56
349 194 63
712 383 44
287 907 31
176 857 86
559 81 38
149 720 86
695 885 50
54 34 9
312 317 65
87 926 59
458 432 17
633 571 95
873 681 87
68 645 70
127 719 83
105 263 5
754 304 9
591 678 25
193 979 47
916 478 69
575 977 21
261 398 24
748 358 100
367 498 62
378 86 78
971 525 18
953 704 24
456 253 96
28 835 85
875 719 41
647 942 79
930 906 42
521 994 80
470 907 61
303 502 14
714 901 12
792 69 50
741 485 78
300 833 45
62 505 28
140 789 7
520 938 79
796 496 14
957 229 68
482 255 79
280 960 99
638 791 25
49 27 84
239 38 96
8 376 24
810 407 58
528 734 10
781 763 16
942 610 27
62 310 38
657 982 39
578 793 40
904 387 62
891 858 89
580 523 90
998 428 55
715 580 10
652 620 99
738 666 65
447 721 55
837 754 72
175 455 47
451 616 4
738 160 31
43 102 99
171 256 45
742 673 46
432 582 62
205 937 13
710 928 46
451 445 38
419 263 15
382 70 83
664 685 91
612 879 90
307 552 90
760 988 11
120 640 20
313 346 35
194 947 51
68 238 100
338 767 52
971 522 1
65 243 42
880 137 29
427 156 81
967 603 96
948 326 23
178 554 51
258 789 6
868 209 57
329 842 28
98 401 10
963 946 94
952 893 78
209 71 46
948 398 8
2 846 92
147 327 35
352 932 37
371 134 32
474 758 14
543 389 41
959 14 39
721 490 33
984 981 74
279 160 46
955 987 64
676 813 87
488 280 67
948 935 69
913 316 24
203 544 100
995 758 53
6 402 45
513 280 22
319 948 20
683 896 4
879 323 36
901 133 54
917 459 2
652 719 44
539 563 53
61 880 89
568 460 39
983 243 44
619 112 78
248 310 49
892 177 37
189 144 91
993 840 85
144 707 20
309 414 73
981 540 83
573 668 54
739 95 75
166 665 71
907 244 65
709 666 14
98 353 9
527 512 19
622 148 94
699 584 15
823 99 24
527 939 5
814 46 98
600 961 55
248 148 8
7 120 34
104 515 47
222 478 44
43 212 38
247 325 42
286 797 36
924 84 70
534 929 53
947 614 66
479 78 7
857 173 37
356 152 57
462 419 58
255 921 89
699 358 26
701 263 20
335 901 48
771 638 86
9 307 76
602 871 6
321 901 36
860 372 41
779 193 72
676 407 41
861 817 52
159 488 30
315 657 37
576 419 71
131 164 24
614 859 79
797 333 47
65 235 16
358 576 80
190 248 40
562 305 20
435 319 68
518 211 75
757 875 27
114 816 100
744 192 97
591 524 43
830 350 61
647 345 22
552 650 34
31 89 79
964 917 64
341 814 83
242 220 52
950 854 4
736 346 93
447 552 48
945 81 82
950 963 36
936 899 66
661 609 81
541 641 29
546 875 1
333 960 5
193 759 68
504 409 93
836 605 30
992 706 31
864 600 68
537 489 43
375 241 97
233 413 81
422 583 66
240 539 8
28 889 84
76 126 41
737 579 63
751 201 95
920 817 3
954 832 21
839 64 41
90 735 83
363 693 52
185 569 92
268 244 88
674 463 89
684 846 53
304 170 62
699 415 68
28 962 85
281 864 66
546 69 4
470 854 56
625 387 32
59 843 87
524 759 96
871 85 3
450 136 1
478 716 33
854 437 39
526 784 92
986 482 81
695 727 2
100 12 9
821 141 100
959 604 22
550 51 23
904 825 37
175 369 15
967 119 82
83 571 6
757 960 47
647 901 18
188 3 90
838 861 53
625 848 51
907 572 93
547 706 6
407 264 80
366 596 4
441 490 86
542 6 45
997 143 80
310 268 98
586 524 79
948 450 62
187 980 97
298 763 12
643 143 62
827 317 69
677 107 63
311 882 11
306 951 29
834 554 100
984 381 82
893 850 28
221 454 49
764 165 78
216 854 59
172 744 20
125 78 83
893 72 47
827 819 55
844 569 19
313 60 50
234 595 62
652 500 22
544 390 51
71 537 5
920 754 67
539 801 65
96 25 51
765 16 38
389 944 96
688 516 45
833 710 16
726 30 4
331 88 76
606 587 96
74 854 56
488 162 57
166 28 72
893 264 58
988 485 2
921 282 59
131 734 99
584 464 66
887 843 6
585 591 1
483 915 47
486 508 60
964 136 2
482 173 24
995 207 49
797 800 58
811 609 82
275 410 60
193 219 34
336 845 87
987 736 40
452 313 85
406 507 29
666 749 51
912 960 68
644 58 14
706 836 27
164 899 17
358 534 16
446 290 16
577 235 58
41 628 75
240 276 100
697 754 61
432 296 97
425 526 12
427 864 17
894 245 92
707 16 39
283 460 13
885 131 56
668 194 13
55 545 19
835 43 46
549 436 62
200 756 90
39 784 97
961 494 22
622 152 50
589 885 50
276 960 83
172 117 8
544 21 51
905 903 65
836 778 44
571 172 68
705 184 30
184 524 63
202 941 56
984 481 33
812 637 94
47 545 17
962 239 31
15 487 67
716 196 73
85 661 49
734 478 78
212 16 33
584 758 44
902 981 9
842 147 100
244 28 17
188 260 70
148 621 8
80 748 22
517 610 24
573 475 69
657 796 47
618 172 20
617 217 37
265 339 92
647 938 77
342 126 95
973 355 56
545 807 58
745 265 93
218 542 77
120 230 80
556 854 48
827 957 29
245 537 76
6 687 2
969 159 52
661 937 3
687 476 87
68 293 13
72 603 49
317 344 68
53 336 70
453 294 83
430 532 43
387 373 30
747 846 49
515 657 90
660 756 8
790 376 59
448 205 25
993 224 24
811 568 41
700 854 16
896 409 24
293 584 22
102 858 33
736 979 48
145 934 54
42 800 24
315 797 28
605 415 9
541 91 41
691 355 29
680 442 3
479 322 65
104 682 13
523 532 89
710 874 22
65 541 18
350 44 53
409 788 95
637 276 30
266 270 89
235 138 4
641 857 67
836 901 14
736 976 13
679 855 51
733 222 46
243 40 10
488 189 75
821 418 44
602 850 85
631 930 77
452 921 83
224 951 55
854 863 16
129 728 68
195 77 81
66 870 85
447 49 2
500 52 83
368 580 99
257 428 39
583 832 55
105 505 95
105 206 7
543 709 21
83 354 90
632 935 69
248 671 64
357 452 36
122 849 53
798 402 15
799 107 99
236 882 82
194 630 24
766 557 49
316 240 95
738 26 9
502 312 9
477 587 52
261 856 23
276 342 44
220 956 94
198 334 35
293 282 4
85 939 18
35 138 16
678 840 54
853 363 43
323 944 3
96 409 56
637 295 72
767 927 61
249 117 40
505 447 25
235 677 64
556 694 21
141 390 83
866 287 33
691 420 41
30 668 27
63 255 98
532 336 23
894 833 16
408 554 7
236 18 26
430 920 26
239 535 60
122 211 89
190 284 100
467 371 6
750 635 97
345 116 76
49 863 71
691 363 23
299 360 52
475 411 55
476 8 44
293 532 31
602 896 22
561 907 88
657 993 8
330 564 61
829 123 95
846 577 12
841 2 44
988 285 61
738 476 84
668 310 80
984 649 47
980 255 15
58 749 46
447 273 34
681 65 72
131 13 29
811 140 82
457 832 36
655 759 23
824 420 85
428 831 34
685 308 81
993 920 40
40 827 63
466 459 49
704 438 78
552 863 39
971 626 48
844 715 100
186 786 36
464 171 26
787 203 6
55 707 96
747 654 64
1000 413 16
927 175 34
158 931 100
785 815 77
302 616 46
37 494 9
299 480 12
910 761 66
10 489 9
357 749 23
930 325 28
342 665 36
686 727 61
954 100 58
976 593 60
167 385 42
25 613 73
892 116 77
656 546 85
722 711 97
303 186 28
872 676 86
686 295 12
71 434 88
13 211 67
552 918 62
170 435 2
389 386 35
765 598 32
207 513 16
835 805 21
975 91 84
611 696 23
228 925 29
53 868 51
275 30 42
739 801 48
495 117 54
576 542 2
588 644 11
193 796 46
482 709 2
759 201 59
48 552 63
811 131 63
550 321 71
338 3 27
117 272 19
990 47 24
566 911 19
313 124 39
421 536 7
986 431 41
360 770 8
301 91 72
264 283 46
676 446 91
343 578 56
156 213 64
713 631 44
512 135 5
613 924 60
497 66 1
634 372 8
24 109 57
245 970 64
998 153 88
201 536 45
364 492 31
999 792 60
255 971 9
428 707 14
191 124 48
197 124 74
548 549 74
569 682 25
835 796 39
746 768 36
283 254 2
895 834 72
514 147 1
889 551 18
552 712 97
361 427 65
849 769 6
891 800 96
794 363 46
578 550 53
513 918 15
698 883 50
188 733 77
354 477 36
852 306 95
82 62 81
605 990 66
390 894 39
522 881 83
551 75 15
884 423 55
815 851 76
446 994 82
761 506 86
243 610 70
706 73 48
369 646 41
459 789 41
519 284 59
205 883 64
778 611 92
899 725 80
481 350 25
321 635 12
808 395 35
451 992 23
492 267 63
836 828 93
965 63 81
590 452 4
19 587 68
438 543 33
32 621 55
798 59 29
359 118 28
84 832 77
630 401 23
513 452 60
891 348 78
722 620 85
244 769 28
324 796 88
420 33 95
625 786 13
813 81 99
656 38 62
792 78 28
456 731 97
644 29 80
872 437 91
721 834 8
736 288 43
77 342 31
572 603 45
238 327 81
1000 734 97
230 748 73
543 118 57
79 72 50
560 264 37
956 130 100
228 488 78
724 583 13
658 417 49
116 304 19
711 409 92
457 221 43
627 301 28
601 714 40
495 834 8
655 786 37
95 731 95
236 238 47
586 703 29
121 500 46
835 993 71
268 236 42
368 945 18
994 501 71
724 109 71
802 246 69
409 967 78
193 892 19
933 731 18
512 367 88
714 784 37
208 613 69
911 832 27
190 649 45
593 958 36
46 468 48
970 874 24
682 863 87
154 770 91
743 899 26
145 641 57
963 403 60
786 150 99
413 557 84
730 22 13
25 200 100
920 844 95
133 787 50
691 567 85
596 983 62
419 714 33
9 196 98
32 389 33
687 55 49
190 392 27
493 25 76
401 786 17
599 246 44
616 159 88
296 197 98
393 154 72
525 821 19
968 678 97
722 84 38
219 444 31
981 56 14
141 668 32
5 586 81
910 734 89
338 819 87
443 796 47
425 724 38
143 387 19
527 409 37
209 121 83
199 419 8
422 657 73
795 639 28
63 174 63
530 3 17
481 875 6
41 694 33
493 753 9
701 532 21
133 912 97
194 566 14
654 61 56
758 848 7
404 647 1
865 439 53
10 26 96
309 826 70
640 840 71
594 249 23
763 827 96
768 864 3
582 120 24
727 627 69
87 66 17
863 239 35
719 544 66
848 282 44
380 475 13
999 204 30
49 930 36
237 903 46
81 915 62
125 2 15
387 169 54
642 468 35
825 148 93
889 950 87
621 725 3
863 168 10
866 519 87
404 936 85
686 336 58
610 182 30
43 621 31
976 845 22
384 352 71
195 757 29
660 403 7
842 159 91
550 937 30
635 745 88
198 553 24
7 989 81
334 294 47
785 223 72
667 127 92
441 574 85
547 452 66
617 46 82
664 939 74
356 704 44
106 443 15
514 242 99
287 530 62
41 527 30
748 586 13
291 922 34
673 74 61
38 489 11
132 182 55
650 81 66
800 480 89
232 837 7
967 592 95
867 386 20
90 268 54
678 59 47
481 656 72
361 822 23
192 831 23
396 887 69
751 169 13
459 952 92
230 965 35
609 943 14
639 874 76
677 512 85
109 532 20
54 180 79
468 726 57
856 453 100
260 304 39
724 596 39
214 738 33
200 739 32
413 561 43
896 613 82
271 25 75
465 741 77
99 771 71
741 6 30
776 365 71
350 629 14
145 897 35
6 679 7
435 555 6
623 703 29
566 878 78
358 392 90
907 348 16
790 28 26
460 321 10
31 111 84
46 548 16
622 298 41
599 35 86
308 578 5
739 409 10
239 938 46
481 727 26
539 660 20
535 491 14
921 770 83
324 702 53
811 804 77
729 290 53
156 513 9
417 549 27
789 57 38
798 336 34
8 834 43
373 877 99
202 922 47
472 732 54
855 951 97
331 493 51
865 593 53
95 944 42
629 287 69
747 535 63
684 199 70
682 791 14
928 692 100
810 61 3
294 586 60
1000 263 11
672 812 75
755 727 9
859 442 87
432 759 37
77 744 93
699 796 44
820 843 38
279 141 55
353 417 90
643 609 55
949 237 26
728 792 20
354 575 51
389 529 52
837 566 45
982 317 84
621 315 37
616 98 52
369 433 50
413 327 21
465 829 63
448 217 47
999 864 5
103 424 87
630 968 47
15 963 4
58 684 11
35 383 10
609 874 100
480 768 63
510 484 53
713 397 78
87 289 44
129 389 84
602 251 26
977 336 34
746 711 21
727 365 60
693 332 11
682 178 39
851 783 26
933 812 16
598 209 2
446 703 77
301 472 12
719 674 53
836 81 47
843 594 75
372 342 99
131 823 7
719 799 16
621 212 51
40 529 28
822 816 62
601 175 23
335 192 93
552 446 40
859 685 63
909 315 78
121 502 41
614 962 51
888 509 69
307 474 71
645 473 9
604 677 94
91 657 30
69 362 78
234 919 77
786 355 38
866 809 77
801 932 44
762 885 98
436 231 75
815 717 3
739 869 82
351 909 2
747 1 82
57 603 31
918 166 27
560 965 1
863 375 20
575 681 92
935 56 96
851 261 37
567 856 100
568 870 96
710 282 86
851 949 96
647 995 63
790 795 66
250 679 90
241 488 23
348 63 67
648 289 65
872 72 33
335 241 88
957 885 1
78 862 36
352 33 94
128 153 45
296 728 17
542 409 28
404 63 81
636 386 76
247 165 49
589 767 61
494 94 58
984 203 99
935 646 96
977 24 44
878 688 47
506 577 16
956 992 65
27 282 50
621 569 51
275 142 50
364 645 8
266 272 2
744 247 68
22 505 64
77 981 50
698 391 46
740 846 64
541 522 75
469 30 86
530 695 35
210 33 89
876 984 31
589 507 47
373 714 54
984 565 38
206 25 35
306 329 84
712 123 24
764 696 30
732 942 25
345 469 91
226 797 14
645 902 76
20 240 49
324 146 2
138 342 90
440 459 65
510 154 38
199 327 62
857 327 67
485 580 24
641 901 83
617 406 90
287 586 23
924 791 24
149 274 53
425 871 83
363 335 74
135 443 91
107 952 90
638 827 34
852 604 96
236 538 33
520 611 94
881 149 42
140 719 32
391 891 91
472 156 18
866 844 9
172 419 89
723 339 71
229 803 17
221 356 17
386 732 97
499 995 38
271 470 79
864 906 93
87 704 69
786 812 23
245 901 69
163 455 94
61 652 57
555 974 95
34 196 40
691 109 80
813 318 35
621 633 93
500 611 51
916 821 14
70 77 8
999 130 55
183 102 55
931 938 1
873 522 55
60 119 94
855 324 5
308 199 38
192 995 74
347 317 16
442 294 15
109 59 19
311 244 83
22 949 24
252 199 64
887 53 1
539 281 4
468 695 32
797 674 54
189 603 3
574 962 67
366 359 43
30 724 7
492 405 98
820 524 77
755 500 25
521 431 96
15 71 61
95 186 27
712 527 56
375 577 82
284 892 76
822 934 50
224 919 21
595 119 47
127 822 14
332 8 36
451 562 96
244 129 52
51 547 61
5 352 27
287 616 17
49 155 1
87 723 42
179 482 15
584 666 9
102 692 50
508 380 29
694 902 57
709 720 9
659 896 42
856 150 14
250 369 86
96 111 42
980 733 83
447 123 78
169 885 86
978 664 45
107 724 87
303 335 5
945 602 49
273 285 6
706 142 46
53 647 37
560 606 61
926 278 8
149 784 69
840 245 54
931 183 83
672 26 59
357 509 48
944 359 1
342 123 88
143 265 7
416 414 29
700 231 98
653 593 92
54 645 2
772 320 79
15 982 78
473 256 49
648 112 69
668 963 90
374 986 21
830 241 93
374 193 64
866 123 24
623 119 69
537 594 6
50 816 32
810 701 30
312 907 96
751 137 99
867 976 17
440 391 23
450 90 13
736 137 89
22 803 97
976 748 14
177 521 31
297 741 25
205 713 71
548 51 63
474 6 34
904 432 61
343 378 70
963 972 42
112 957 27
970 870 98
660 67 94
517 398 19
972 38 3
448 923 59
99 245 69
356 824 35
801 74 12
240 357 12
114 968 37
805 434 12
408 541 80
688 862 99
961 822 61
164 14 49
758 725 30
141 563 65
291 571 6
830 185 13
583 522 95
665 363 5
843 970 23
505 344 61
469 471 6
730 638 9
71 819 48
926 378 62
627 773 29
582 331 14
395 745 76
199 680 9
535 759 73
348 101 81
101 423 51
44 51 82
960 984 85
798 67 93
89 337 4
368 354 76
94 745 15
323 625 84
192 704 25
121 862 94
911 447 62
417 751 6
626 415 12
77 405 75
877 786 96
879 532 49
613 187 9
24 447 84
817 137 64
223 152 95
601 735 94
978 696 7
946 50 8
138 269 7
345 933 58
142 531 81
215 598 38
317 496 42
384 16 99
895 271 81
109 26 41
473 441 50
638 854 51
516 873 36
79 8 56
488 667 89
630 746 95
826 982 13
129 324 98
835 481 20
222 951 20
505 51 54
144 171 65
8 87 31
561 248 66
167 699 41
616 470 40
224 522 37
388 476 58
25 397 48
243 254 60
151 244 65
892 639 3
113 752 80
946 744 52
860 286 92
441 515 97
994 971 45
114 831 49
688 27 34
417 237 87
431 45 27
78 249 22
43 286 88
203 243 51
730 910 6
748 19 23
586 233 52
726 307 65
536 192 75
229 711 33
300 610 24
302 614 93
114 998 88
453 108 43
555 971 34
42 260 66
120 719 74
541 549 4
7 654 61
509 609 96
383 759 78
113 514 58
941 474 12
400 164 97
433 451 87
434 411 58
926 62 27
816 776 64
748 271 76
841 76 77
404 624 38
41 826 19
339 941 3
949 298 84
256 465 32
543 771 80
146 412 62
35 572 27
383 840 2
93 375 22
694 843 38
744 917 81
498 992 73
756 884 98
33 673 84
325 303 60
571 536 2
690 406 97
451 131 63
886 162 55
917 918 3
60 358 61
300 377 20
960 74 3
612 784 36
937 899 65
207 981 100
462 472 74
547 328 24
637 584 45
209 577 7
120 287 63
397 106 90
782 253 43
664 188 88
600 55 87
410 317 48
615 929 24
799 265 89
96 567 96
83 819 3
879 292 67
190 316 93
701 212 21
225 974 34
86 259 17
135 818 49
721 518 69
886 936 92
19 644 78
756 308 23
977 122 33
223 893 33
100 416 72
589 288 51
83 179 26
33 240 84
276 360 74
6 172 4
986 435 88
751 464 83
210 472 6
525 263 63
545 726 43
590 551 30
660 328 28
353 982 2
881 757 7
615 910 46
487 882 36
255 600 99
624 833 25
403 383 62
745 61 64
318 823 69
863 806 61
629 432 59
605 183 100
491 396 9
911 695 46
528 472 16
419 736 69
968 910 99
624 425 95
649 704 2
922 979 40
694 14 99
319 657 88
463 920 89
131 264 12
162 802 11
874 759 45
734 963 89
724 20 77
140 748 14
354 156 96
443 993 41
517 617 1
154 686 6
598 160 40
986 625 77
194 809 16
364 613 25
111 548 23
90 233 100
350 158 99
938 248 81
644 208 93
354 730 28
304 621 85
528 739 99
667 950 15
716 68 14
965 560 43
34 300 10
225 555 19
911 482 26
474 642 70
34 561 97
879 510 13
531 322 19
180 349 92
663 516 72
154 474 67
388 949 17
470 991 52
65 972 90
415 438 11
409 174 76
54 875 55
856 417 64
97 236 55
222 394 26
869 427 12
139 629 97
527 615 74
5 395 85
738 571 26
524 690 42
582 766 29
484 586 50
145 400 73
553 315 55
55 253 11
727 583 29
29 879 3
958 435 25
798 644 63
941 464 86
959 786 47
647 684 43
232 320 17
264 531 98
634 876 65
426 413 7
382 958 16
565 168 43
957 550 36
17 116 21
491 238 71
516 72 43
484 66 85
790 203 99
879 516 46
921 491 83
764 196 39
543 418 20
63 323 93
64 826 53
537 471 29
34 57 64
738 227 77
239 137 60
773 37 92
451 225 25
906 658 83
396 599 67
359 729 2
784 950 35
596 959 29
415 540 65
198 510 49
735 155 55
772 554 59
835 503 18
681 450 32
174 258 33
786 296 7
165 43 28
269 876 1
224 542 89
26 674 65
271 724 98
242 297 51
552 415 8
228 910 11
446 690 58
546 703 87
806 362 67
736 862 37
390 466 95
463 376 94
703 659 98
836 140 50
951 757 46
368 88 90
562 855 73
805 552 58
848 919 90
728 457 27
13 722 69
359 769 83
745 93 91
979 411 65
111 362 83
578 632 75
839 434 26
357 921 20
879 407 54
65 203 80
592 127 11
849 694 91
618 528 96
385 661 69
526 662 32
804 574 18
354 890 70
396 404 45
760 427 35
436 496 82
130 568 24
904 363 42
908 351 9
768 641 16
367 26 28
672 325 70
368 825 56
13 220 35
553 155 47
942 164 17
919 194 63
106 189 39
368 795 35
675 366 32
304 332 20
353 204 31
10 142 4
667 143 83
697 808 64
171 86 65
217 423 65
545 893 3
107 282 36
646 535 38
178 213 100
539 716 91
182 914 22
782 636 57
113 968 29
923 58 60
765 105 100
669 684 86
152 480 61
699 6 95
509 773 37
217 486 20
663 146 67
738 666 91
830 186 31
697 221 7
70 936 48
17 336 80
451 438 81
227 480 53
814 669 60
395 930 57
646 928 1
37 838 55
630 705 39
406 329 17
180 453 18
157 534 48
937 879 51
220 144 97
952 831 31
328 692 22
829 449 80
397 762 98
387 516 73
12 967 61
816 460 35
156 534 1
720 936 35
155 871 61
924 94 4
820 259 73
661 200 8
188 851 41
690 41 22
646 903 44
661 683 82
399 728 62
611 922 42
232 258 95
531 133 46
742 806 37
401 955 68
749 848 40
968 434 37
642 620 73
261 745 35
580 917 86
469 685 24
801 155 97
242 139 7
47 201 40
972 499 33
802 904 50
671 648 91
522 867 58
632 232 78
275 667 77
923 243 33
93 442 14
509 861 15
864 380 57
754 422 67
799 303 83
986 891 21
367 4 92
612 337 39
120 279 65
897 912 30
533 481 59
469 941 50
234 221 45
49 236 24
639 595 76
479 42 52
324 61 71
323 8 52
70 667 16
628 985 35
691 556 81
688 235 4
458 515 78
681 566 14
887 116 82
227 985 85
865 88 20
764 510 27
902 859 57
754 674 68
301 716 29
991 593 26
993 995 49
472 187 73
488 815 20
629 100 5
912 221 83
117 684 38
613 205 35
481 431 63
548 784 78
175 110 1
340 411 24
615 269 80
824 814 2
153 351 8
906 683 49
971 589 20
931 493 40
601 925 23
899 14 70
527 613 65
790 316 19
560 29 20
628 656 73
104 645 7
94 732 10
577 246 15
505 911 54
64 471 51
166 111 37
900 205 25
176 693 14
86 977 100
851 181 5
317 295 79
352 38 91
922 653 61
381 209 2
468 61 53
546 378 93
830 702 68
989 412 92
657 608 81
947 499 43
407 599 8
240 664 4
328 867 58
635 370 72
778 273 95
456 284 89
336 734 72
845 810 62
425 697 35
418 144 56
545 445 37
563 584 30
189 540 79
305 767 100
211 189 64
573 594 86
798 496 99
